transfer_mode,protocol_name,display_name,masked_total,active_total_nominal,sensor,variable,rmse,mae,r2
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,1,temperature,0.1342922549204775,0.10878494381904602,0.9878104241570045
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,1,humidity,0.5624857476866018,0.419321209192276,0.9780149872131106
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,2,temperature,0.1867142644846202,0.1344790756702423,0.9824369450348691
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,2,humidity,0.6557635593459487,0.4435102641582489,0.9641386815890638
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,3,temperature,0.16363944845433173,0.11277518421411514,0.9848519020630483
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,3,humidity,0.5403385539086047,0.39616280794143677,0.9778196021911015
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,4,temperature,0.33628253073900854,0.1892000436782837,0.9572845015248526
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,4,humidity,1.118670832640613,0.6052128076553345,0.8747193721623869
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,5,temperature,0.16139216502829937,0.12046916782855988,0.9829620191949646
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,5,humidity,0.6243913309292765,0.4490991532802582,0.9711587391450996
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,6,temperature,0.15078681307990932,0.10125204175710678,0.988295027752097
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,6,humidity,0.6253560720854557,0.3856663405895233,0.9725706428483928
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,7,temperature,0.20612987394047366,0.1349150687456131,0.9756375917831785
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,7,humidity,0.6294400100317059,0.42310160398483276,0.9746553776694594
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,8,temperature,0.13659432744105074,0.08148013055324554,0.9887467433306416
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,8,humidity,0.6513324596749924,0.3730818033218384,0.9704547769813886
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,9,temperature,0.18532528947308177,0.10718677937984467,0.9805427866984305
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,9,humidity,0.750456075281336,0.44819876551628113,0.96421091063851
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,10,temperature,0.2085738561909119,0.15374064445495605,0.9768507331181092
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,10,humidity,0.8667579480542055,0.552390992641449,0.9519578152081768
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,11,temperature,0.1747827782566664,0.13023672997951508,0.9843061409896867
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,11,humidity,0.6559895270997362,0.4866444170475006,0.9672091046981676
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,12,temperature,0.1486803314702569,0.11299697309732437,0.986661710780282
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,12,humidity,0.6330030884253081,0.4526556432247162,0.9735989349958627
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,13,temperature,0.14659830748931205,0.10276369005441666,0.9868140100394098
full_finetune,lab2_active_3,"Lab2 active set [2, 5, 10]",10,3,13,humidity,0.4601858605538639,0.3021165430545807,0.9830066432774007
