lab_name,transfer_mode,protocol_name,display_name,active_total_nominal,masked_total,sensor,sensor_is_active,variable,rmse,mae,r2
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,1,1,humidity,3.833665722796591,2.8899307250976562,-0.02853464757206181
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,1,1,temperature,1.055616238310947,0.8393526673316956,-0.005146708847327819
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,2,0,humidity,0.7655642738393363,0.5065809488296509,0.9497192059437767
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,2,0,temperature,0.3369315764809221,0.21741358935832977,0.9231892981065332
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,3,0,humidity,0.8688780655909034,0.6507236957550049,0.9423999475893864
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,3,0,temperature,0.23421050498095625,0.1686539649963379,0.958594689960972
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,4,0,humidity,1.2373880721057906,0.8629193305969238,0.8350890392863777
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,4,0,temperature,0.5712609439026923,0.2603083848953247,0.8377106870922133
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,5,0,humidity,0.7933062882648667,0.579439640045166,0.9550084007541826
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,5,0,temperature,0.19130848314516727,0.13944293558597565,0.9691721315910022
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,6,0,humidity,1.0150189865854566,0.7250680327415466,0.9278098981544515
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,6,0,temperature,0.3249130054647376,0.18806985020637512,0.9301347022025988
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,7,0,humidity,0.9804927929365824,0.7084121108055115,0.9408449446583443
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,7,0,temperature,0.28874408092459586,0.22303125262260437,0.9408692256776976
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,8,0,humidity,0.7136067177479842,0.4915033280849457,0.9645931989733484
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,8,0,temperature,0.1954974729107557,0.1284773200750351,0.9698559121048063
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,9,0,humidity,1.037293613542082,0.8073153495788574,0.9326100156326199
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,9,0,temperature,0.2792560440842032,0.1822943091392517,0.9425702509326501
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,10,0,humidity,0.9795133031240614,0.6873554587364197,0.9402444979592951
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,10,0,temperature,0.2822112108959036,0.1876201182603836,0.9465839814977282
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,11,0,humidity,0.8542882010983698,0.5904368758201599,0.9440630253874913
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,11,0,temperature,0.31495454746005924,0.23288153111934662,0.9322812883867908
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,12,0,humidity,0.793248207196056,0.544488251209259,0.960084868542576
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,12,0,temperature,0.23488305974148277,0.16838090121746063,0.9574194493341166
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,13,0,humidity,0.7217372515153382,0.5708962678909302,0.9589728363744087
lab2,head_only,lab2_active_1,Lab2 active set [1],1,12,13,0,temperature,0.19268551360587213,0.14464442431926727,0.9701421317366601
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,1,0,humidity,0.5969624200683121,0.44646409153938293,0.9750606913348797
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,1,0,temperature,0.2174197690795277,0.16178222000598907,0.9573601752433776
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,2,0,humidity,0.7290114282934098,0.47048434615135193,0.9544060223246077
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,2,0,temperature,0.3810599165909114,0.22830307483673096,0.9017517444888378
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,3,0,humidity,0.5297615573391048,0.3528601825237274,0.9785875623221818
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,3,0,temperature,0.2483932224739458,0.17183859646320343,0.9534282239341608
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,4,0,humidity,1.2015198242387162,0.6042237281799316,0.8445110354191743
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,4,0,temperature,0.6497626724166907,0.30657312273979187,0.7900430000129713
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,5,0,humidity,0.5213966724498084,0.39027246832847595,0.9805649276428615
lab2,head_only,lab2_active_10,Lab2 active set [10],1,12,5,0,temperature,0.23625262291779314,0.1743910014629364,0.9529858788955008
