lab_name,transfer_mode,protocol_name,display_name,active_total_nominal,masked_total,sensor,sensor_is_active,variable,rmse,mae,r2
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,1,0,temperature,0.20985085018754673,0.14349286258220673,0.8901130169547002
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,1,0,humidity,0.746606460880147,0.5458208918571472,0.9810989862121129
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,2,0,temperature,0.12128812817199855,0.0996052697300911,0.981856424690492
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,2,0,humidity,0.4665999695537932,0.36367908120155334,0.9923230220023972
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,3,1,temperature,0.20263274774911796,0.13763976097106934,0.9249392200096993
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,3,1,humidity,0.8050771714176637,0.6611716747283936,0.9753730958086743
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,4,1,temperature,0.07338919192070881,0.05869485065340996,0.9850384451261341
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,4,1,humidity,0.3877011353946676,0.30530548095703125,0.993429902229892
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,5,1,temperature,0.048762460901910394,0.03409565985202789,0.9943914335982765
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,5,1,humidity,0.2960106791014881,0.23410600423812866,0.9966558620632089
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,6,1,temperature,0.26227229210154995,0.18421827256679535,0.9394448866178666
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,6,1,humidity,1.296922108357626,1.0063968896865845,0.9487482089568342
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,7,1,temperature,0.055325812624210276,0.04214804619550705,0.9929918862365289
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,7,1,humidity,0.3241810259646033,0.23293666541576385,0.9957806332944638
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,8,0,temperature,0.08641664273498655,0.061383605003356934,0.9850092322596777
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,8,0,humidity,0.29397636072171707,0.22215396165847778,0.9969711184754231
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,9,0,temperature,0.1150998486022488,0.09386246651411057,0.9800890661425946
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,9,0,humidity,0.5462619887985184,0.4599427282810211,0.9905377397441147
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,10,0,temperature,0.07793905959503773,0.06292655318975449,0.9865874097861467
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,10,0,humidity,0.3686818698402084,0.29164618253707886,0.9947786402275999
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,11,0,temperature,0.09855973019514895,0.07710283249616623,0.9793608880292447
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,11,0,humidity,0.3730356304611042,0.3055833876132965,0.9942345727087633
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,12,0,temperature,0.09793621939203463,0.06614534556865692,0.9799079402795445
