lab_name,transfer_mode,protocol_name,display_name,active_total_nominal,masked_total,variable,rmse,mae,r2
lab2,head_only,lab2_active_10_11,"Lab2 active set [10, 11]",2,11,humidity,0.7905302615426426,0.549949402992542,0.9481574662033743
lab2,head_only,lab2_active_10_11,"Lab2 active set [10, 11]",2,11,temperature,0.2951543895328423,0.19587884499476507,0.9358382581442134
lab2,head_only,lab2_active_10_11_12,"Lab2 active set [10, 11, 12]",3,10,humidity,0.6341558700259253,0.43744595921956575,0.967200020935352
lab2,head_only,lab2_active_10_11_12,"Lab2 active set [10, 11, 12]",3,10,temperature,0.2594753060666505,0.16694812362010664,0.9496361574723214
lab2,head_only,lab2_active_10_11_13,"Lab2 active set [10, 11, 13]",3,10,humidity,0.6927272681435807,0.4570894974928636,0.960303402450613
lab2,head_only,lab2_active_10_11_13,"Lab2 active set [10, 11, 13]",3,10,temperature,0.27061353888166634,0.16912941806591475,0.9453536215727856
lab2,head_only,lab2_active_10_12,"Lab2 active set [10, 12]",2,11,humidity,0.6639867659937212,0.4671473136314979,0.9642324365422711
lab2,head_only,lab2_active_10_12,"Lab2 active set [10, 12]",2,11,temperature,0.26635539479412984,0.16843560796517593,0.9466273118382845
lab2,head_only,lab2_active_10_12_13,"Lab2 active set [10, 12, 13]",3,10,humidity,0.6201946989847582,0.4274102426492251,0.9672343544848945
lab2,head_only,lab2_active_10_12_13,"Lab2 active set [10, 12, 13]",3,10,temperature,0.28348899605427913,0.19722370230234587,0.940507383107956
lab2,head_only,lab2_active_10_13,"Lab2 active set [10, 13]",2,11,humidity,0.7079160634432455,0.49067766391313994,0.9555030049446422
lab2,head_only,lab2_active_10_13,"Lab2 active set [10, 13]",2,11,temperature,0.3326867772018156,0.23112397239758417,0.9152170964373241
lab2,head_only,lab2_active_11_12,"Lab2 active set [11, 12]",2,11,humidity,0.6692700314759623,0.4551076889038086,0.9638727228693607
lab2,head_only,lab2_active_11_12,"Lab2 active set [11, 12]",2,11,temperature,0.25451359959863745,0.16471583797381475,0.9514403099028861
lab2,head_only,lab2_active_11_12_13,"Lab2 active set [11, 12, 13]",3,10,humidity,0.7283608512854275,0.504810060446079,0.9577371513649892
lab2,head_only,lab2_active_11_12_13,"Lab2 active set [11, 12, 13]",3,10,temperature,0.31245493960862397,0.21471737726376608,0.9282758039588355
lab2,head_only,lab2_active_11_13,"Lab2 active set [11, 13]",2,11,humidity,0.9173576316585392,0.6268799282037295,0.9339983589656925
lab2,head_only,lab2_active_11_13,"Lab2 active set [11, 13]",2,11,temperature,0.3418596633758199,0.23859654710843012,0.9116866487469217
lab2,head_only,lab2_active_12_13,"Lab2 active set [12, 13]",2,11,humidity,0.7051678397585153,0.5079653675739582,0.9559443284005346
lab2,head_only,lab2_active_12_13,"Lab2 active set [12, 13]",2,11,temperature,0.3203798678977328,0.23276068843328035,0.9190721883755153
lab2,head_only,lab2_active_1_10,"Lab2 active set [1, 10]",2,11,humidity,0.8755650822326561,0.6130036344894996,0.9377547721433158
lab2,head_only,lab2_active_1_10,"Lab2 active set [1, 10]",2,11,temperature,0.28636920699061624,0.19064948994379777,0.9388495888805946
lab2,head_only,lab2_active_1_10_11,"Lab2 active set [1, 10, 11]",3,10,humidity,0.8843881164884005,0.6160653760799994,0.9371017667252902
lab2,head_only,lab2_active_1_10_11,"Lab2 active set [1, 10, 11]",3,10,temperature,0.25856638295427614,0.16753246979071543,0.9501985307960532
lab2,head_only,lab2_active_1_10_12,"Lab2 active set [1, 10, 12]",3,10,humidity,0.751834475141143,0.5437667920039251,0.9549432850399343
lab2,head_only,lab2_active_1_10_12,"Lab2 active set [1, 10, 12]",3,10,temperature,0.2666145042900479,0.18110740528656885,0.9471931809446341
lab2,head_only,lab2_active_1_10_13,"Lab2 active set [1, 10, 13]",3,10,humidity,0.7142383883054364,0.467051075055049,0.9562532795504223
lab2,head_only,lab2_active_1_10_13,"Lab2 active set [1, 10, 13]",3,10,temperature,0.2705281883146275,0.18479505066688245,0.945333515354818
lab2,head_only,lab2_active_1_11,"Lab2 active set [1, 11]",2,11,humidity,0.6817272557215095,0.4393324003769801,0.9631088799306292
lab2,head_only,lab2_active_1_11,"Lab2 active set [1, 11]",2,11,temperature,0.260058607179819,0.1765835674909445,0.9500187033567216
lab2,head_only,lab2_active_1_11_12,"Lab2 active set [1, 11, 12]",3,10,humidity,0.6894025802535434,0.4832189908394447,0.9620339860044804
lab2,head_only,lab2_active_1_11_12,"Lab2 active set [1, 11, 12]",3,10,temperature,0.23849145664955712,0.1544958416085977,0.9576399094200763
lab2,head_only,lab2_active_1_11_13,"Lab2 active set [1, 11, 13]",3,10,humidity,0.9802924975146973,0.6609635559412149,0.9257360116635466
lab2,head_only,lab2_active_1_11_13,"Lab2 active set [1, 11, 13]",3,10,temperature,0.2958477853243479,0.2000594024474804,0.9354654325527145
lab2,head_only,lab2_active_1_12,"Lab2 active set [1, 12]",2,11,humidity,0.7633504048164975,0.5504958239885477,0.9532721945158469
lab2,head_only,lab2_active_1_12,"Lab2 active set [1, 12]",2,11,temperature,0.2775723273815285,0.19640843340983757,0.9430289913210518
lab2,head_only,lab2_active_1_12_13,"Lab2 active set [1, 12, 13]",3,10,humidity,0.7439259014240952,0.5415272552233475,0.9545516656582353
lab2,head_only,lab2_active_1_12_13,"Lab2 active set [1, 12, 13]",3,10,temperature,0.28414468975433943,0.20293719264177176,0.940143786961878
lab2,head_only,lab2_active_1_13,"Lab2 active set [1, 13]",2,11,humidity,1.0488131223597856,0.6969166948245122,0.9162058183612867
lab2,head_only,lab2_active_1_13,"Lab2 active set [1, 13]",2,11,temperature,0.30279282420932063,0.20432547193307143,0.9285094539363836
lab2,head_only,lab2_active_1_2,"Lab2 active set [1, 2]",2,11,humidity,0.6865158960956363,0.4720759437634395,0.962422577338522
lab2,head_only,lab2_active_1_2,"Lab2 active set [1, 2]",2,11,temperature,0.24707356762902163,0.16530377704363602,0.9540314520967426
lab2,head_only,lab2_active_1_2_10,"Lab2 active set [1, 2, 10]",3,10,humidity,0.7942775337018504,0.58084469804397,0.9490010108511291
lab2,head_only,lab2_active_1_2_10,"Lab2 active set [1, 2, 10]",3,10,temperature,0.2492089359367329,0.17063836867992693,0.953846354082134
lab2,head_only,lab2_active_1_2_11,"Lab2 active set [1, 2, 11]",3,10,humidity,0.7111776313201603,0.5194339316624862,0.9604235470174832
lab2,head_only,lab2_active_1_2_11,"Lab2 active set [1, 2, 11]",3,10,temperature,0.25393099204789044,0.17576588403720123,0.9519734873778456
lab2,head_only,lab2_active_1_2_12,"Lab2 active set [1, 2, 12]",3,10,humidity,0.6487548655062808,0.45316841969123256,0.9658626921756583
lab2,head_only,lab2_active_1_2_12,"Lab2 active set [1, 2, 12]",3,10,temperature,0.22947701146611443,0.1548576710315851,0.9605418554413436
lab2,head_only,lab2_active_1_2_13,"Lab2 active set [1, 2, 13]",3,10,humidity,0.8053200258215883,0.5852346878785354,0.9484370818125277
lab2,head_only,lab2_active_1_2_13,"Lab2 active set [1, 2, 13]",3,10,temperature,0.25461101925218266,0.17701578656068215,0.9520501124135993
lab2,head_only,lab2_active_1_2_3,"Lab2 active set [1, 2, 3]",3,10,humidity,0.6790445529479189,0.4856374722260695,0.9633257821094396
lab2,head_only,lab2_active_1_2_3,"Lab2 active set [1, 2, 3]",3,10,temperature,0.2695565649662813,0.2080423396367293,0.9459254337386009
lab2,head_only,lab2_active_1_2_4,"Lab2 active set [1, 2, 4]",3,10,humidity,0.8549322785914166,0.5900201407762674,0.9448455032455063
lab2,head_only,lab2_active_1_2_4,"Lab2 active set [1, 2, 4]",3,10,temperature,0.2832717809921023,0.17427205237058493,0.9394934914155615
lab2,head_only,lab2_active_1_2_5,"Lab2 active set [1, 2, 5]",3,10,humidity,0.6913961445437357,0.47848531145315903,0.9603421274314385
lab2,head_only,lab2_active_1_2_5,"Lab2 active set [1, 2, 5]",3,10,temperature,0.24071658324595496,0.1644289866089821,0.95697049162963
lab2,head_only,lab2_active_1_2_6,"Lab2 active set [1, 2, 6]",3,10,humidity,0.6815584725920625,0.47236212400289684,0.9630649792995476
lab2,head_only,lab2_active_1_2_6,"Lab2 active set [1, 2, 6]",3,10,temperature,0.2827926123129386,0.204460464991056,0.9406431091557745
lab2,head_only,lab2_active_1_2_6_9_12,"Lab2 active set [1, 2, 6, 9, 12]",5,8,humidity,0.6594071880502856,0.4537609609273764,0.9639370341966755
lab2,head_only,lab2_active_1_2_6_9_12,"Lab2 active set [1, 2, 6, 9, 12]",5,8,temperature,0.249107855559678,0.1611603905375187,0.9540550561387687
lab2,head_only,lab2_active_1_2_7,"Lab2 active set [1, 2, 7]",3,10,humidity,0.749501417021519,0.5830497512450585,0.9545703776998902
lab2,head_only,lab2_active_1_2_7,"Lab2 active set [1, 2, 7]",3,10,temperature,0.25870953360720345,0.17479285081991783,0.9500635188273923
lab2,head_only,lab2_active_1_2_8,"Lab2 active set [1, 2, 8]",3,10,humidity,0.7215167590595677,0.5449210817997272,0.957157877004299
lab2,head_only,lab2_active_1_2_8,"Lab2 active set [1, 2, 8]",3,10,temperature,0.2591551367711037,0.1861212316613931,0.9503016480265459
lab2,head_only,lab2_active_1_2_9,"Lab2 active set [1, 2, 9]",3,10,humidity,0.6860463963056355,0.5072079186256115,0.9613975645871348
lab2,head_only,lab2_active_1_2_9,"Lab2 active set [1, 2, 9]",3,10,temperature,0.2572938729914607,0.1798133781323066,0.9510700221354658
lab2,head_only,lab2_active_1_3,"Lab2 active set [1, 3]",2,11,humidity,0.7190709561976772,0.47590575768397403,0.9573810845139732
lab2,head_only,lab2_active_1_3,"Lab2 active set [1, 3]",2,11,temperature,0.26585778298434015,0.172554068840467,0.9475853013002067
lab2,head_only,lab2_active_1_3_10,"Lab2 active set [1, 3, 10]",3,10,humidity,0.7344288508064832,0.48152613181334275,0.9556694373615563
lab2,head_only,lab2_active_1_3_10,"Lab2 active set [1, 3, 10]",3,10,temperature,0.2549555570015602,0.16792660034619844,0.9514721277489946
lab2,head_only,lab2_active_1_3_11,"Lab2 active set [1, 3, 11]",3,10,humidity,0.6929960472003545,0.47987744899896473,0.961495095723172
lab2,head_only,lab2_active_1_3_11,"Lab2 active set [1, 3, 11]",3,10,temperature,0.24010236331415394,0.15756570719755614,0.9570235451160888
lab2,head_only,lab2_active_1_3_12,"Lab2 active set [1, 3, 12]",3,10,humidity,0.7258037432661486,0.5329782504301804,0.9570797616107171
lab2,head_only,lab2_active_1_3_12,"Lab2 active set [1, 3, 12]",3,10,temperature,0.2925580388531261,0.2102873967244075,0.9369325412035654
lab2,head_only,lab2_active_1_3_13,"Lab2 active set [1, 3, 13]",3,10,humidity,0.7213559378554784,0.478695090000446,0.9580744834699872
lab2,head_only,lab2_active_1_3_13,"Lab2 active set [1, 3, 13]",3,10,temperature,0.2795147483054069,0.189565333036276,0.9419142585701886
lab2,head_only,lab2_active_1_3_4,"Lab2 active set [1, 3, 4]",3,10,humidity,0.6436520343423878,0.45589574483724743,0.9645698976735593
lab2,head_only,lab2_active_1_3_4,"Lab2 active set [1, 3, 4]",3,10,temperature,0.271516619733706,0.16660180573280042,0.943529438185127
lab2,head_only,lab2_active_1_3_5,"Lab2 active set [1, 3, 5]",3,10,humidity,0.741777205887497,0.4967310130596161,0.953809834182839
lab2,head_only,lab2_active_1_3_5,"Lab2 active set [1, 3, 5]",3,10,temperature,0.2365707603528256,0.15273105868926415,0.9576045119066652
lab2,head_only,lab2_active_1_3_6,"Lab2 active set [1, 3, 6]",3,10,humidity,0.7532507001368713,0.5258729824653039,0.9555788207452799
lab2,head_only,lab2_active_1_3_6,"Lab2 active set [1, 3, 6]",3,10,temperature,0.26338964499694906,0.18142522412997025,0.9480246160415006
lab2,head_only,lab2_active_1_3_7,"Lab2 active set [1, 3, 7]",3,10,humidity,0.7515411171782808,0.5358533011032984,0.9525990323139647
lab2,head_only,lab2_active_1_3_7,"Lab2 active set [1, 3, 7]",3,10,temperature,0.2893840986236159,0.20093339796249682,0.9376076494864288
lab2,head_only,lab2_active_1_3_7_8_13,"Lab2 active set [1, 3, 7, 8, 13]",5,8,humidity,0.7348996364755165,0.5326210466715006,0.9542609303899864
lab2,head_only,lab2_active_1_3_7_8_13,"Lab2 active set [1, 3, 7, 8, 13]",5,8,temperature,0.31165548862462045,0.23091293298281157,0.9275143793149152
lab2,head_only,lab2_active_1_3_8,"Lab2 active set [1, 3, 8]",3,10,humidity,0.7026471258158555,0.49237922521737904,0.9590361141680744
lab2,head_only,lab2_active_1_3_8,"Lab2 active set [1, 3, 8]",3,10,temperature,0.27793485519410005,0.20082886287799248,0.9428975049529905
lab2,head_only,lab2_active_1_3_9,"Lab2 active set [1, 3, 9]",3,10,humidity,0.7690952609395457,0.588026436475607,0.9518656965302981
lab2,head_only,lab2_active_1_3_9,"Lab2 active set [1, 3, 9]",3,10,temperature,0.27155751713650467,0.19321791139932779,0.9450244411843122
lab2,head_only,lab2_active_1_3_9_10_13,"Lab2 active set [1, 3, 9, 10, 13]",5,8,humidity,0.6870620870817178,0.519664452626155,0.9598227276127869
lab2,head_only,lab2_active_1_3_9_10_13,"Lab2 active set [1, 3, 9, 10, 13]",5,8,temperature,0.2879407575849569,0.2204237671998831,0.9382096518871156
lab2,head_only,lab2_active_1_4,"Lab2 active set [1, 4]",2,11,humidity,0.7823859385130418,0.5565569767585168,0.9501650860848618
lab2,head_only,lab2_active_1_4,"Lab2 active set [1, 4]",2,11,temperature,0.32013850719679904,0.2026244207070424,0.9223781422424808
lab2,head_only,lab2_active_1_4_10,"Lab2 active set [1, 4, 10]",3,10,humidity,0.7012862083455272,0.5309831087405865,0.9560104908680122
lab2,head_only,lab2_active_1_4_10,"Lab2 active set [1, 4, 10]",3,10,temperature,0.2652585601568599,0.17133695345658523,0.9462851014377084
lab2,head_only,lab2_active_1_4_11,"Lab2 active set [1, 4, 11]",3,10,humidity,0.676309883611402,0.48369527550844044,0.964032311684477
lab2,head_only,lab2_active_1_4_11,"Lab2 active set [1, 4, 11]",3,10,temperature,0.27792014124967895,0.17741558930048576,0.942363170825408
lab2,head_only,lab2_active_1_4_12,"Lab2 active set [1, 4, 12]",3,10,humidity,0.7829083898234359,0.6107284151590787,0.9509468250521981
lab2,head_only,lab2_active_1_4_12,"Lab2 active set [1, 4, 12]",3,10,temperature,0.28334324436264396,0.20075548382905814,0.9401573283081557
lab2,head_only,lab2_active_1_4_13,"Lab2 active set [1, 4, 13]",3,10,humidity,0.7635475955370153,0.5419433048138251,0.9514304048401597
lab2,head_only,lab2_active_1_4_13,"Lab2 active set [1, 4, 13]",3,10,temperature,0.30853852746903654,0.19536335307818192,0.9285820709262698
lab2,head_only,lab2_active_1_4_5,"Lab2 active set [1, 4, 5]",3,10,humidity,0.8033879425875855,0.5607610918008364,0.9477016488747511
lab2,head_only,lab2_active_1_4_5,"Lab2 active set [1, 4, 5]",3,10,temperature,0.25991941934271734,0.16559077570071587,0.9480712242337959
lab2,head_only,lab2_active_1_4_5_6_11,"Lab2 active set [1, 4, 5, 6, 11]",5,8,humidity,0.7460169972871754,0.5472580033999223,0.9564446924428892
lab2,head_only,lab2_active_1_4_5_6_11,"Lab2 active set [1, 4, 5, 6, 11]",5,8,temperature,0.24817477907438926,0.16722635351694548,0.9536993723166253
lab2,head_only,lab2_active_1_4_6,"Lab2 active set [1, 4, 6]",3,10,humidity,0.8642689910597305,0.5672910878291497,0.9423937021935463
lab2,head_only,lab2_active_1_4_6,"Lab2 active set [1, 4, 6]",3,10,temperature,0.33794754269427973,0.21504567448909467,0.9135583190557914
lab2,head_only,lab2_active_1_4_7,"Lab2 active set [1, 4, 7]",3,10,humidity,0.8770159248844005,0.7112674025388864,0.938182671544848
lab2,head_only,lab2_active_1_4_7,"Lab2 active set [1, 4, 7]",3,10,temperature,0.300273059672203,0.2149242116854741,0.9320434466208098
lab2,head_only,lab2_active_1_4_8,"Lab2 active set [1, 4, 8]",3,10,humidity,0.7344484164395065,0.5239534446826348,0.9542509013287943
lab2,head_only,lab2_active_1_4_8,"Lab2 active set [1, 4, 8]",3,10,temperature,0.26523269770203917,0.17797362919037157,0.9474107306283687
lab2,head_only,lab2_active_1_4_9,"Lab2 active set [1, 4, 9]",3,10,humidity,0.8743460909628796,0.6739821250622089,0.9400240693678282
lab2,head_only,lab2_active_1_4_9,"Lab2 active set [1, 4, 9]",3,10,temperature,0.27467482143907473,0.18198538858156937,0.9428368379518683
lab2,head_only,lab2_active_1_5,"Lab2 active set [1, 5]",2,11,humidity,0.8559542469884266,0.6019316063477442,0.9410990171216803
lab2,head_only,lab2_active_1_5,"Lab2 active set [1, 5]",2,11,temperature,0.26833710751080775,0.18908959856400123,0.9463523381206296
lab2,head_only,lab2_active_1_5_10,"Lab2 active set [1, 5, 10]",3,10,humidity,0.8926382181102803,0.6152931520572076,0.9354487737394622
lab2,head_only,lab2_active_1_5_10,"Lab2 active set [1, 5, 10]",3,10,temperature,0.2602979864069425,0.16758047330837983,0.949158218624633
lab2,head_only,lab2_active_1_5_11,"Lab2 active set [1, 5, 11]",3,10,humidity,0.7068495605209896,0.4678668425633357,0.9585982895294223
lab2,head_only,lab2_active_1_5_11,"Lab2 active set [1, 5, 11]",3,10,temperature,0.24756740570699687,0.16536505806904572,0.9543437301315371
lab2,head_only,lab2_active_1_5_12,"Lab2 active set [1, 5, 12]",3,10,humidity,0.7262251581705618,0.4980941483607659,0.9570007411482842
lab2,head_only,lab2_active_1_5_12,"Lab2 active set [1, 5, 12]",3,10,temperature,0.2589212762718526,0.17420592101720664,0.9502925101887928
lab2,head_only,lab2_active_1_5_13,"Lab2 active set [1, 5, 13]",3,10,humidity,0.6795005600609039,0.4588656769349025,0.9618307623334125
lab2,head_only,lab2_active_1_5_13,"Lab2 active set [1, 5, 13]",3,10,temperature,0.27465380404963136,0.19819638820794913,0.9439870315569345
lab2,head_only,lab2_active_1_5_6,"Lab2 active set [1, 5, 6]",3,10,humidity,0.6616077456512462,0.45781282965953535,0.9630203086271378
lab2,head_only,lab2_active_1_5_6,"Lab2 active set [1, 5, 6]",3,10,temperature,0.2416507213001893,0.1601447623509627,0.9560665466285693
lab2,head_only,lab2_active_1_5_7,"Lab2 active set [1, 5, 7]",3,10,humidity,0.7467963531217229,0.5173929540010599,0.9538765958010125
lab2,head_only,lab2_active_1_5_7,"Lab2 active set [1, 5, 7]",3,10,temperature,0.266971196493215,0.17504903444877037,0.9464720149368743
