lab_name,transfer_mode,protocol_name,display_name,active_total_nominal,masked_total,variable,rmse,mae,r2,active_count,rank_within_k,source_transfer_mode,source_score,source_r2_temperature,source_r2_humidity
lab2,head_only,lab2_active_1_2_12,"Lab2 active set [1, 2, 12]",3,10,temperature,0.22947701146611443,0.1548576710315851,0.9605418554413436,3,5.0,head_only,0.963202273808501,0.9605418554413436,0.9658626921756583
lab2,head_only,lab2_active_1_2_6_9_12,"Lab2 active set [1, 2, 6, 9, 12]",5,8,humidity,0.6594071880502856,0.4537609609273764,0.9639370341966755,5,4.0,head_only,0.9589960451677222,0.9540550561387687,0.9639370341966755
lab2,head_only,lab2_active_1_2_6_9_12,"Lab2 active set [1, 2, 6, 9, 12]",5,8,temperature,0.249107855559678,0.1611603905375187,0.9540550561387687,5,4.0,head_only,0.9589960451677222,0.9540550561387687,0.9639370341966755
lab2,head_only,lab2_active_1_9_11,"Lab2 active set [1, 9, 11]",3,10,humidity,0.6122529120764894,0.42537162739496964,0.9684413542018694,3,2.0,head_only,0.9642035608256305,0.9599657674493918,0.9684413542018694
lab2,head_only,lab2_active_1_9_11,"Lab2 active set [1, 9, 11]",3,10,temperature,0.22916030301763923,0.15090578966415846,0.9599657674493918,3,2.0,head_only,0.9642035608256305,0.9599657674493918,0.9684413542018694
lab2,head_only,lab2_active_2_10_12,"Lab2 active set [2, 10, 12]",3,10,humidity,0.6239420298366313,0.4342560928601485,0.9693608803099855,3,1.0,head_only,0.9646346718324705,0.9599084633549556,0.9693608803099855
lab2,head_only,lab2_active_2_10_12,"Lab2 active set [2, 10, 12]",3,10,temperature,0.23048777284481675,0.15169698401139334,0.9599084633549556,3,1.0,head_only,0.9646346718324705,0.9599084633549556,0.9693608803099855
lab2,head_only,lab2_active_2_12,"Lab2 active set [2, 12]",2,11,humidity,0.6458593085714052,0.44191779769383943,0.9662000116558251,2,1.0,head_only,0.96029773837112,0.9543954650864147,0.9662000116558251
lab2,head_only,lab2_active_2_12,"Lab2 active set [2, 12]",2,11,temperature,0.2434304961087102,0.16180735769180152,0.9543954650864147,2,1.0,head_only,0.96029773837112,0.9543954650864147,0.9662000116558251
lab2,head_only,lab2_active_2_5_8_10_12,"Lab2 active set [2, 5, 8, 10, 12]",5,8,humidity,0.6474301844575976,0.46650200394483715,0.9657526889013541,5,2.0,head_only,0.9608355957225213,0.9559185025436885,0.9657526889013541
lab2,head_only,lab2_active_2_5_8_10_12,"Lab2 active set [2, 5, 8, 10, 12]",5,8,temperature,0.24256184043601212,0.164846777342833,0.9559185025436885,5,2.0,head_only,0.9608355957225213,0.9559185025436885,0.9657526889013541
lab2,head_only,lab2_active_2_7_8_11_13,"Lab2 active set [2, 7, 8, 11, 13]",5,8,humidity,0.7047745887778696,0.49173431671582735,0.9604238439950237,5,5.0,head_only,0.95874800501043,0.9570721660258362,0.9604238439950237
lab2,head_only,lab2_active_2_7_8_11_13,"Lab2 active set [2, 7, 8, 11, 13]",5,8,temperature,0.24005324217482663,0.15643184001629168,0.9570721660258362,5,5.0,head_only,0.95874800501043,0.9570721660258362,0.9604238439950237
lab2,head_only,lab2_active_3_4_6_11_12,"Lab2 active set [3, 4, 6, 11, 12]",5,8,humidity,0.6488321712892267,0.45757667605693525,0.9669032208371059,5,3.0,head_only,0.9602079936700301,0.9535127665029542,0.9669032208371059
lab2,head_only,lab2_active_3_4_6_11_12,"Lab2 active set [3, 4, 6, 11, 12]",5,8,temperature,0.2493466300116874,0.16330265769591698,0.9535127665029542,5,3.0,head_only,0.9602079936700301,0.9535127665029542,0.9669032208371059
lab2,head_only,lab2_active_3_9_10_11_12,"Lab2 active set [3, 9, 10, 11, 12]",5,8,humidity,0.6159069478415353,0.4237148899298448,0.9676300282091117,5,1.0,head_only,0.9627804842405017,0.9579309402718915,0.9676300282091117
lab2,head_only,lab2_active_3_9_10_11_12,"Lab2 active set [3, 9, 10, 11, 12]",5,8,temperature,0.2352564145553317,0.15183104803928962,0.9579309402718915,5,1.0,head_only,0.9627804842405017,0.9579309402718915,0.9676300282091117
lab2,head_only,lab2_active_6_10_12,"Lab2 active set [6, 10, 12]",3,10,humidity,0.5905026475418409,0.39956682003461397,0.9710065562946244,3,4.0,head_only,0.9632241136465274,0.9554416709984305,0.9710065562946244
lab2,head_only,lab2_active_6_10_12,"Lab2 active set [6, 10, 12]",3,10,temperature,0.24531840874484379,0.1589063979112185,0.9554416709984305,3,4.0,head_only,0.9632241136465274,0.9554416709984305,0.9710065562946244
lab2,head_only,lab2_active_6_8,"Lab2 active set [6, 8]",2,11,humidity,0.6659622050992235,0.4612026879420647,0.9644356123807938,2,4.0,head_only,0.9576247393954463,0.9508138664100989,0.9644356123807938
lab2,head_only,lab2_active_6_8,"Lab2 active set [6, 8]",2,11,temperature,0.2570472417564728,0.16575437784194946,0.9508138664100989,2,4.0,head_only,0.9576247393954463,0.9508138664100989,0.9644356123807938
lab2,head_only,lab2_active_9_11_12,"Lab2 active set [9, 11, 12]",3,10,humidity,0.6070725111806781,0.41260112019685596,0.9684128469913449,3,3.0,head_only,0.9633963846134114,0.9583799222354779,0.9684128469913449
lab2,head_only,lab2_active_9_11_12,"Lab2 active set [9, 11, 12]",3,10,temperature,0.23518155058255982,0.15017361480456132,0.9583799222354779,3,3.0,head_only,0.9633963846134114,0.9583799222354779,0.9684128469913449
lab2,head_only,lab2_all13,Lab2 all 13 active,13,0,humidity,0.6338060510971903,0.43161811049167925,0.9675844605272588,13,,head_only,,,
lab2,head_only,lab2_all13,Lab2 all 13 active,13,0,temperature,0.23230206801381728,0.15159552372418916,0.9598177326664435,13,,head_only,,,
lab2,partial_finetune,lab2_active_11_12,"Lab2 active set [11, 12]",2,11,humidity,0.5777643086557072,0.3963888677266928,0.9737180505761825,2,3.0,head_only,0.9576565163861234,0.9514403099028861,0.9638727228693607
lab2,partial_finetune,lab2_active_11_12,"Lab2 active set [11, 12]",2,11,temperature,0.22883177819636472,0.14747635103189027,0.9608032379821707,2,3.0,head_only,0.9576565163861234,0.9514403099028861,0.9638727228693607
lab2,partial_finetune,lab2_active_1_11,"Lab2 active set [1, 11]",2,11,humidity,0.6588838830837791,0.4455392612860753,0.9672370482880479,2,5.0,head_only,0.9565637916436753,0.9500187033567216,0.9631088799306292
lab2,partial_finetune,lab2_active_1_11,"Lab2 active set [1, 11]",2,11,temperature,0.23467948618861487,0.14990167835584053,0.9592583704847021,2,5.0,head_only,0.9565637916436753,0.9500187033567216,0.9631088799306292
lab2,partial_finetune,lab2_active_1_2,"Lab2 active set [1, 2]",2,11,humidity,0.7226328891248592,0.5265314556085147,0.959401616894435,2,2.0,head_only,0.9582270147176323,0.9540314520967426,0.962422577338522
lab2,partial_finetune,lab2_active_1_2,"Lab2 active set [1, 2]",2,11,temperature,0.21531318970753105,0.14262609241100457,0.9652869054355823,2,2.0,head_only,0.9582270147176323,0.9540314520967426,0.962422577338522
lab2,partial_finetune,lab2_active_1_2_12,"Lab2 active set [1, 2, 12]",3,10,humidity,0.5964575267971589,0.4228893999870007,0.9716026564254937,3,5.0,head_only,0.963202273808501,0.9605418554413436,0.9658626921756583
lab2,partial_finetune,lab2_active_1_2_12,"Lab2 active set [1, 2, 12]",3,10,temperature,0.19970137853994666,0.1383767999135531,0.9697467307904863,3,5.0,head_only,0.963202273808501,0.9605418554413436,0.9658626921756583
lab2,partial_finetune,lab2_active_1_2_6_9_12,"Lab2 active set [1, 2, 6, 9, 12]",5,8,humidity,0.5748559655215002,0.39659854081960827,0.9731265018120491,5,4.0,head_only,0.9589960451677222,0.9540550561387687,0.9639370341966755
lab2,partial_finetune,lab2_active_1_2_6_9_12,"Lab2 active set [1, 2, 6, 9, 12]",5,8,temperature,0.216274712207823,0.1406911021241775,0.96504093266992,5,4.0,head_only,0.9589960451677222,0.9540550561387687,0.9639370341966755
lab2,partial_finetune,lab2_active_1_9_11,"Lab2 active set [1, 9, 11]",3,10,humidity,0.5578396608526499,0.3881850712574445,0.9747445730542451,3,2.0,head_only,0.9642035608256305,0.9599657674493918,0.9684413542018694
lab2,partial_finetune,lab2_active_1_9_11,"Lab2 active set [1, 9, 11]",3,10,temperature,0.20834023518316824,0.13746420294046402,0.9674269428581399,3,2.0,head_only,0.9642035608256305,0.9599657674493918,0.9684413542018694
lab2,partial_finetune,lab2_active_2_10_12,"Lab2 active set [2, 10, 12]",3,10,humidity,0.5556621277557208,0.3863833386164445,0.9758469608764873,3,1.0,head_only,0.9646346718324705,0.9599084633549556,0.9693608803099855
lab2,partial_finetune,lab2_active_2_10_12,"Lab2 active set [2, 10, 12]",3,10,temperature,0.20007224324605427,0.13284374716190192,0.9694734923789917,3,1.0,head_only,0.9646346718324705,0.9599084633549556,0.9693608803099855
lab2,partial_finetune,lab2_active_2_12,"Lab2 active set [2, 12]",2,11,humidity,0.5786606513119265,0.3966794816347269,0.9730914524122879,2,1.0,head_only,0.96029773837112,0.9543954650864147,0.9662000116558251
lab2,partial_finetune,lab2_active_2_12,"Lab2 active set [2, 12]",2,11,temperature,0.20680942947103495,0.13856558329783952,0.9667474846769749,2,1.0,head_only,0.96029773837112,0.9543954650864147,0.9662000116558251
lab2,partial_finetune,lab2_active_2_5_8_10_12,"Lab2 active set [2, 5, 8, 10, 12]",5,8,humidity,0.5351261650194272,0.3812141831104572,0.9773218634333849,5,2.0,head_only,0.9608355957225213,0.9559185025436885,0.9657526889013541
lab2,partial_finetune,lab2_active_2_5_8_10_12,"Lab2 active set [2, 5, 8, 10, 12]",5,8,temperature,0.19097466176182423,0.12524006687677824,0.9720660916318538,5,2.0,head_only,0.9608355957225213,0.9559185025436885,0.9657526889013541
lab2,partial_finetune,lab2_active_2_7_8_11_13,"Lab2 active set [2, 7, 8, 11, 13]",5,8,humidity,0.6675137145932852,0.46967394535358137,0.9647393549080294,5,5.0,head_only,0.95874800501043,0.9570721660258362,0.9604238439950237
lab2,partial_finetune,lab2_active_2_7_8_11_13,"Lab2 active set [2, 7, 8, 11, 13]",5,8,temperature,0.2124116083196057,0.13819747016980097,0.9661457684566973,5,5.0,head_only,0.95874800501043,0.9570721660258362,0.9604238439950237
lab2,partial_finetune,lab2_active_3_4_6_11_12,"Lab2 active set [3, 4, 6, 11, 12]",5,8,humidity,0.5890658082233375,0.41302380195030797,0.973315799451247,5,3.0,head_only,0.9602079936700301,0.9535127665029542,0.9669032208371059
lab2,partial_finetune,lab2_active_3_4_6_11_12,"Lab2 active set [3, 4, 6, 11, 12]",5,8,temperature,0.2218040718824818,0.1408379255579068,0.9624584171419124,5,3.0,head_only,0.9602079936700301,0.9535127665029542,0.9669032208371059
lab2,partial_finetune,lab2_active_3_9_10_11_12,"Lab2 active set [3, 9, 10, 11, 12]",5,8,humidity,0.5080038846605599,0.3565527407022623,0.9788119385429094,5,1.0,head_only,0.9627804842405017,0.9579309402718915,0.9676300282091117
lab2,partial_finetune,lab2_active_3_9_10_11_12,"Lab2 active set [3, 9, 10, 11, 12]",5,8,temperature,0.18475239578210917,0.11989817768335342,0.9736178884472354,5,1.0,head_only,0.9627804842405017,0.9579309402718915,0.9676300282091117
lab2,partial_finetune,lab2_active_6_10_12,"Lab2 active set [6, 10, 12]",3,10,humidity,0.5540942875195336,0.3823469556294955,0.9756009731472619,3,4.0,head_only,0.9632241136465274,0.9554416709984305,0.9710065562946244
lab2,partial_finetune,lab2_active_6_10_12,"Lab2 active set [6, 10, 12]",3,10,temperature,0.2104177094234388,0.14043066478692567,0.9668448354084885,3,4.0,head_only,0.9632241136465274,0.9554416709984305,0.9710065562946244
