transfer_mode,protocol_name,display_name,active_count,masked_total,r2_humidity,r2_temperature,score
head_only,lab2_active_9_12,"Lab2 active set [9, 12]",2,11,0.953773199057861,0.9436432906527291,0.948708244855295
head_only,lab2_active_3_8,"Lab2 active set [3, 8]",2,11,0.9529953004983506,0.9441136642635394,0.948554482380945
head_only,lab2_active_2_3,"Lab2 active set [2, 3]",2,11,0.9582034133945384,0.9382219435022505,0.9482126784483944
head_only,lab2_active_1_12,"Lab2 active set [1, 12]",2,11,0.9532721945158469,0.9430289913210518,0.9481505929184493
head_only,lab2_active_5_12,"Lab2 active set [5, 12]",2,11,0.9479757078972513,0.9473547144606405,0.9476652111789459
head_only,lab2_active_3_10,"Lab2 active set [3, 10]",2,11,0.9547720750669451,0.9395954181277308,0.947183746597338
head_only,lab2_active_8_13,"Lab2 active set [8, 13]",2,11,0.9570418789050686,0.936775826428417,0.9469088526667429
head_only,lab2_active_4_5,"Lab2 active set [4, 5]",2,11,0.9621498630116859,0.9310054218260883,0.9465776424188871
head_only,lab2_active_8_12,"Lab2 active set [8, 12]",2,11,0.9439679421297272,0.9485628669579425,0.9462654045438348
head_only,lab2_active_5_10,"Lab2 active set [5, 10]",2,11,0.9495060798641706,0.9413024451433086,0.9454042625037395
head_only,lab2_active_2_5,"Lab2 active set [2, 5]",2,11,0.9453645727700147,0.9440429890454273,0.944703780907721
head_only,lab2_active_1_5,"Lab2 active set [1, 5]",2,11,0.9410990171216803,0.9463523381206296,0.9437256776211549
head_only,lab2_active_5_11,"Lab2 active set [5, 11]",2,11,0.9464367271008673,0.9405438882863062,0.9434903076935868
head_only,lab2_active_4_10,"Lab2 active set [4, 10]",2,11,0.9645816758481468,0.9223918686748942,0.9434867722615206
head_only,lab2_active_1_8,"Lab2 active set [1, 8]",2,11,0.9401174414436115,0.9465756906856011,0.9433465660646063
head_only,lab2_active_7_8,"Lab2 active set [7, 8]",2,11,0.9541336606023694,0.9322342097876963,0.9431839351950329
head_only,lab2_active_7_11,"Lab2 active set [7, 11]",2,11,0.95291757657275,0.9320691517991764,0.9424933641859632
head_only,lab2_active_4_12,"Lab2 active set [4, 12]",2,11,0.9505864514518839,0.9338673338341311,0.9422268926430075
head_only,lab2_active_8_11,"Lab2 active set [8, 11]",2,11,0.9480002763047752,0.9360696047194713,0.9420349405121233
head_only,lab2_active_10_11,"Lab2 active set [10, 11]",2,11,0.9481574662033743,0.9358382581442134,0.9419978621737939
head_only,lab2_active_6_11,"Lab2 active set [6, 11]",2,11,0.9554769233378535,0.9270290643987715,0.9412529938683125
head_only,lab2_active_5_7,"Lab2 active set [5, 7]",2,11,0.9500828641143821,0.9316436741907778,0.94086326915258
head_only,lab2_active_7_12,"Lab2 active set [7, 12]",2,11,0.9512781965534518,0.9296176144555394,0.9404479055044956
head_only,lab2_active_2_7,"Lab2 active set [2, 7]",2,11,0.9543043139486878,0.9265901413568106,0.9404472276527491
head_only,lab2_active_8_10,"Lab2 active set [8, 10]",2,11,0.9443003112012653,0.934656343053775,0.9394783271275202
