transfer_mode,protocol_name,display_name,masked_total,r2_humidity,r2_temperature,active_count,score
head_only,lab2_active_5_6_7,"Lab2 active set [5, 6, 7]",10,0.8799442420540781,0.937218364032107,3,0.9085813030430925
head_only,lab2_active_6_8_10,"Lab2 active set [6, 8, 10]",10,0.8779299344868422,0.9392320114193067,3,0.9085809729530745
head_only,lab2_active_6_10_12,"Lab2 active set [6, 10, 12]",10,0.8770711469626767,0.9392796969754051,3,0.908175421969041
head_only,lab2_active_2_4_9,"Lab2 active set [2, 4, 9]",10,0.8858440399626489,0.9302516329987379,3,0.9080478364806934
head_only,lab2_active_6_8_12,"Lab2 active set [6, 8, 12]",10,0.8811695536593808,0.9343441736041527,3,0.9077568636317668
head_only,lab2_active_2_7_8,"Lab2 active set [2, 7, 8]",10,0.8746993990206968,0.9397941893469396,3,0.9072467941838183
head_only,lab2_active_2_3_7,"Lab2 active set [2, 3, 7]",10,0.8775402388718304,0.936497372335996,3,0.9070188056039132
head_only,lab2_active_2_9_10,"Lab2 active set [2, 9, 10]",10,0.8848934368277676,0.9289486281244924,3,0.90692103247613
head_only,lab2_active_4_9_10,"Lab2 active set [4, 9, 10]",10,0.8876424274646353,0.9258513810009384,3,0.9067469042327869
head_only,lab2_active_7_8_11,"Lab2 active set [7, 8, 11]",10,0.8777144256549142,0.9356157717765655,3,0.9066650987157399
head_only,lab2_active_6_7_11,"Lab2 active set [6, 7, 11]",10,0.8767960377366266,0.9361673698500861,3,0.9064817037933564
head_only,lab2_active_5_7_8,"Lab2 active set [5, 7, 8]",10,0.877340078611331,0.9352762408931985,3,0.9063081597522648
head_only,lab2_active_5_7_12,"Lab2 active set [5, 7, 12]",10,0.8761232453516672,0.9364230593072722,3,0.9062731523294697
head_only,lab2_active_1_6_7,"Lab2 active set [1, 6, 7]",10,0.8813657836362683,0.9310738025292424,3,0.9062197930827554
head_only,lab2_active_2_5_7,"Lab2 active set [2, 5, 7]",10,0.873800821745076,0.9386118765766821,3,0.906206349160879
head_only,lab2_active_1_2_7,"Lab2 active set [1, 2, 7]",10,0.8773346184052175,0.9350198399010229,3,0.9061772291531203
head_only,lab2_active_7_10_12,"Lab2 active set [7, 10, 12]",10,0.8785704421802146,0.93376221872053,3,0.9061663304503723
head_only,lab2_active_2_6_7,"Lab2 active set [2, 6, 7]",10,0.8813232373410572,0.9307993858243448,3,0.906061311582701
head_only,lab2_active_2_7_10,"Lab2 active set [2, 7, 10]",10,0.8752361073632174,0.9368700524979201,3,0.9060530799305688
head_only,lab2_active_1_8_10,"Lab2 active set [1, 8, 10]",10,0.8804743078612977,0.9315546635091934,3,0.9060144856852455
head_only,lab2_active_6_7_8,"Lab2 active set [6, 7, 8]",10,0.8753123450716566,0.9367072895131645,3,0.9060098172924105
head_only,lab2_active_2_9_13,"Lab2 active set [2, 9, 13]",10,0.8814606049441669,0.9304949575270137,3,0.9059777812355903
head_only,lab2_active_9_10_12,"Lab2 active set [9, 10, 12]",10,0.8811959047123862,0.9306177481371473,3,0.9059068264247667
head_only,lab2_active_4_7_8,"Lab2 active set [4, 7, 8]",10,0.8881416044724199,0.9227935597914256,3,0.9054675821319227
head_only,lab2_active_8_10_12,"Lab2 active set [8, 10, 12]",10,0.8755647709482038,0.9345701973829414,3,0.9050674841655726
head_only,lab2_active_1_7_10,"Lab2 active set [1, 7, 10]",10,0.8786937919922384,0.9311620502177801,3,0.9049279211050092
head_only,lab2_active_9_11_12,"Lab2 active set [9, 11, 12]",10,0.8788599960824561,0.930830399553022,3,0.9048451978177391
head_only,lab2_active_3_6_7,"Lab2 active set [3, 6, 7]",10,0.8781310923911825,0.9315038942284105,3,0.9048174933097965
head_only,lab2_active_5_6_8,"Lab2 active set [5, 6, 8]",10,0.8701800965432775,0.9392231775685064,3,0.904701637055892
head_only,lab2_active_5_8_9,"Lab2 active set [5, 8, 9]",10,0.8772958329415287,0.9317886111860043,3,0.9045422220637664
